0;0
0,1;0
0,2;0
0,3;0
0,4;0
0,5;0
0,6;0
0,7;0
0,8;0
0,9;0
1;0
1,1;0
1,2;0
1,3;0
1,4;0
1,5;0
1,6;0,035272817
1,7;0,049130421
1,8;0,064684703
1,9;0,081724877
2;0,100055501
2,1;0,119495645
2,2;0,139878075
2,3;0,161048483
2,4;0,182864748
2,5;0,205196224
2,6;0,227923064
2,7;0,250935575
2,8;0,274133592
2,9;0,297425897
3;0,320729654
3,1;0,34396987
3,2;0,367078893
3,3;0,389995924
3,4;0,41266656
3,5;0,435042354
3,6;0,457080406
3,7;0,47874297
3,8;0,499997081
3,9;0,520814208
4;0,54116992
4,1;0,561043574
4,2;0,58041802
4,3;0,599279325
4,4;0,617616506
4,5;0,635421291
4,6;0,65268788
4,7;0,669412734
4,8;0,685594367
4,9;0,70123316
5;0,716331175
5,1;0,730891996
5,2;0,744920569
5,3;0,758423055
5,4;0,7714067
5,5;0,783879704
5,6;0,795851107
5,7;0,807330678
5,8;0,818328817
5,9;0,828856462
6;0,838925
6,1;0,848546191
6,2;0,857732097
6,3;0,866495008
6,4;0,87484739
6,5;0,882801823
6,6;0,89037095
6,7;0,897567436
6,8;0,90440392
6,9;0,910892982
7;0,917047104
7,1;0,922878645
7,2;0,928399809
7,3;0,933622624
7,4;0,938558918
7,5;0,943220305
7,6;0,947618161
7,7;0,95176362
7,8;0,955667554
7,9;0,959340566
8;0,962792985
8,1;0,966034853
8,2;0,969075928
8,3;0,971925672
8,4;0,974593257
8,5;0,977087558
8,6;0,979417155
8,7;0,981590333
8,8;0,983615087
8,9;0,98549912
9;0,987249849
9,1;0,988874408
9,2;0,990379651
9,3;0,991772159
9,4;0,993058244
9,5;0,994243957
9,6;0,995335087
9,7;0,996337176
9,8;0,997255519
9,9;0,998095173
10;0,998860965
10,1;0,999557494
10,2;1,000189142
10,3;1,000760082
10,4;1,001274279
10,5;1,001735502
10,6;1,002147331
10,7;1,00251316
10,8;1,002836205
10,9;1,003119515
11;1,003365971
11,1;1,0035783
11,2;1,003759076
11,3;1,003910728
11,4;1,004035546
11,5;1,004135689
11,6;1,004213187
11,7;1,004269949
11,8;1,004307768
11,9;1,004328328
12;1,004333205
12,1;1,004323877
12,2;1,004301724
12,3;1,004268038
12,4;1,004224023
12,5;1,004170801
12,6;1,004109417
12,7;1,004040843
12,8;1,00396598
12,9;1,003885665
13;1,00380067
13,1;1,003711711
13,2;1,003619447
13,3;1,003524485
13,4;1,003427383
13,5;1,003328652
13,6;1,003228761
13,7;1,003128137
13,8;1,003027169
13,9;1,002926209
14;1,002825577
